"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002204","somatic recombination of immunoglobulin genes involved in immune response","10/880","47/18670",5.43048584064576e-05,0.000967928169124838,0.00082340423982352,"AICDA/CD28/CD40LG/PTPRC/BATF/FOXP3/TBX21/CCR6/IL2/EXO1",10
"GO:0002208","somatic diversification of immunoglobulins involved in immune response","10/880","47/18670",5.43048584064576e-05,0.000967928169124838,0.00082340423982352,"AICDA/CD28/CD40LG/PTPRC/BATF/FOXP3/TBX21/CCR6/IL2/EXO1",10
"GO:0045190","isotype switching","10/880","47/18670",5.43048584064576e-05,0.000967928169124838,0.00082340423982352,"AICDA/CD28/CD40LG/PTPRC/BATF/FOXP3/TBX21/CCR6/IL2/EXO1",10
"GO:0032102","negative regulation of response to external stimulus","35/880","365/18670",5.66618832686226e-05,0.00100617127789319,0.00085593716830763,"CXCL13/STAP1/IL22RA2/GPR18/MIR205/CNR2/APOH/TNR/PBK/PTPRC/CD200R1/NLRP6/WNT3A/KLRC4-KLRK1/HRG/ACP5/IL12B/FOXP3/SIGLEC10/ROBO2/NLRC3/IL2/NR1H4/ADTRP/KNG1/ADCY7/PTPRO/NLRP7/TAFA3/FCGR2B/TNFAIP8L2/CST7/CYP19A1/SERPINB2/CARTPT",35
"GO:0032753","positive regulation of interleukin-4 production","7/880","23/18670",6.36755508385504e-05,0.00112234054237282,0.000954760890935925,"IRF4/CD28/SASH3/CD40LG/CD3E/FOXP3/CD86",7
"GO:0036037","CD8-positive, alpha-beta T cell activation","7/880","23/18670",6.36755508385504e-05,0.00112234054237282,0.000954760890935925,"GPR18/EOMES/LILRB1/TNFSF8/RUNX3/NCKAP1L/XCL1",7
"GO:0001774","microglial cell activation","10/880","48/18670",6.57275494670483e-05,0.0011498261316949,0.000978142533813731,"STAP1/TNF/MIR142/TLR6/TLR7/PTPRC/IFNG/TAFA3/ITGB2/CST7",10
"GO:0002269","leukocyte activation involved in inflammatory response","10/880","48/18670",6.57275494670483e-05,0.0011498261316949,0.000978142533813731,"STAP1/TNF/MIR142/TLR6/TLR7/PTPRC/IFNG/TAFA3/ITGB2/CST7",10
"GO:0032680","regulation of tumor necrosis factor production","20/880","160/18670",6.59597675882972e-05,0.0011498261316949,0.000978142533813731,"GPR18/CCL19/SASH3/LILRA4/LILRB1/CD2/PTPRC/SLAMF1/IFNG/RASGRP1/PTPN22/ACP5/IL12B/FOXP3/NLRC3/NR1H4/NOD2/CYBB/CCR2/CARD9",20
"GO:0070664","negative regulation of leukocyte proliferation","13/880","78/18670",6.65798507357638e-05,0.00115639967026095,0.000983734559853045,"PLA2G2D/TNFRSF13B/CTLA4/BTK/LILRB1/FOXP3/INPP5D/IL2/LST1/CD86/XCL1/FCGR2B/LGALS9C",13
"GO:0051482","positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G protein-coupled signaling pathway","8/880","31/18670",7.06729634695583e-05,0.00122302775691501,0.00104041422968008,"P2RY10/GPR18/GPR174/GPR55/GPR65/LPAR3/F2RL3/CALCA",8
"GO:0002534","cytokine production involved in inflammatory response","10/880","49/18670",7.91294388258788e-05,0.00136440941801579,0.00116068581893337,"TLR6/CD6/GBP5/CD96/IL17A/NLRC3/NOD2/GPSM3/ADCY7/NLRP7",10
"GO:0019835","cytolysis","9/880","40/18670",8.05205977186285e-05,0.00138338456513701,0.0011768277363703,"HMHB1/CSF2/LILRB1/GZMA/C8A/GZMM/HRG/P2RX7/PGLYRP4",9
"GO:0001767","establishment of lymphocyte polarity","5/880","11/18670",8.37689597122155e-05,0.0014288762697865,0.00121552695360566,"CCL19/DOCK2/RIPOR2/CCR7/DOCK8",5
"GO:0035747","natural killer cell chemotaxis","5/880","11/18670",8.37689597122155e-05,0.0014288762697865,0.00121552695360566,"KLRC4-KLRK1/XCL1/PIK3CG/PIK3CD/CCL7",5
"GO:0032740","positive regulation of interleukin-17 production","6/880","17/18670",8.52472917124065e-05,0.00144889950449765,0.0012325604658869,"IL23R/SLAMF6/LY9/IL12B/IL2/NOD2",6
"GO:0032640","tumor necrosis factor production","20/880","163/18670",8.57487627902865e-05,0.00145048481374082,0.00123390906839057,"GPR18/CCL19/SASH3/LILRA4/LILRB1/CD2/PTPRC/SLAMF1/IFNG/RASGRP1/PTPN22/ACP5/IL12B/FOXP3/NLRC3/NR1H4/NOD2/CYBB/CCR2/CARD9",20
"GO:0002407","dendritic cell chemotaxis","7/880","24/18670",8.62549279866889e-05,0.00145048481374082,0.00123390906839057,"CCL19/CXCR4/CCR7/CCR5/CCR6/CCR2/PIK3CG",7
"GO:0042104","positive regulation of activated T cell proliferation","7/880","24/18670",8.62549279866889e-05,0.00145048481374082,0.00123390906839057,"IL23R/IL12RB1/HHLA2/TNFSF9/TMIGD2/IL12B/IL2",7
"GO:0002688","regulation of leukocyte chemotaxis","16/880","114/18670",8.76734262505408e-05,0.00146914730819128,0.00124978501615856,"CXCL13/STAP1/GPR18/CCL19/RAC2/XCL2/RIPOR2/CCR7/KLRC4-KLRK1/NCKAP1L/CCR6/GPSM3/XCL1/CCR2/CYP19A1/CCL7",16
"GO:0032814","regulation of natural killer cell activation","8/880","32/18670",9.03652947973942e-05,0.00150894188751158,0.0012836377610001,"IL23R/RASGRP1/ZNF683/PTPN22/IL12B/PGLYRP2/TOX/PGLYRP4",8
"GO:1902106","negative regulation of leukocyte differentiation","15/880","103/18670",9.43421968612871e-05,0.00156984096105897,0.00133544383190471,"CTLA4/LILRB1/GPR55/RUNX3/LAG3/FOXP3/INPP5D/PGLYRP2/TBX21/IL2/JAK3/IFNL1/PGLYRP4/FCGR2B/CARTPT",15
"GO:0050798","activated T cell proliferation","9/880","41/18670",9.88926964399699e-05,0.00163982697685651,0.00139498004954383,"IL23R/IL12RB1/HHLA2/TNFSF9/TMIGD2/IL12B/FOXP3/IL2/BTN3A1",9
"GO:0046330","positive regulation of JNK cascade","18/880","140/18670",0.000104448116277971,0.00172593258807939,0.00146822900294253,"EDAR/TNFSF11/TNF/CCL19/MAP4K1/TLR6/NCF1/CD40LG/CD27/SLAMF1/WNT7A/RASGRP1/CCR7/TIAM1/NOD2/WNT16/CARD9/FCGR2B",18
"GO:0002719","negative regulation of cytokine production involved in immune response","7/880","25/18670",0.000114951218168952,0.00188638912850359,0.00160472735055459,"TNF/LILRB1/CD96/FOXP3/TBX21/JAK3/XCL1",7
"GO:0045672","positive regulation of osteoclast differentiation","7/880","25/18670",0.000114951218168952,0.00188638912850359,0.00160472735055459,"TNFSF11/IL23R/TNF/IFNG/POU4F1/IL12B/IL17A",7
"GO:0032693","negative regulation of interleukin-10 production","6/880","18/18670",0.000122786953666612,0.00200117504280618,0.00170237427470003,"IL23R/LILRB1/IL12B/FOXP3/JAK3/FCGR2B",6
"GO:2000319","regulation of T-helper 17 cell differentiation","6/880","18/18670",0.000122786953666612,0.00200117504280618,0.00170237427470003,"IL23R/IL12RB1/IL12B/FOXP3/TBX21/IL2",6
"GO:0016447","somatic recombination of immunoglobulin gene segments","10/880","52/18670",0.000134033984110318,0.00217254973726418,0.00184816055772841,"AICDA/CD28/CD40LG/PTPRC/BATF/FOXP3/TBX21/CCR6/IL2/EXO1",10
"GO:0045453","bone resorption","11/880","62/18670",0.000134215091984801,0.00217254973726418,0.00184816055772841,"PTH/TNFSF11/MC4R/RAC2/GPR55/ACP5/INPP5D/P2RX7/SNX10/CARTPT/CALCA",11
"GO:0002863","positive regulation of inflammatory response to antigenic stimulus","5/880","12/18670",0.000138032282713312,0.00221924200484003,0.0018878810786465,"CD28/TNF/BTK/LTA/CCR7",5
"GO:0048302","regulation of isotype switching to IgG isotypes","5/880","12/18670",0.000138032282713312,0.00221924200484003,0.0018878810786465,"CD28/PTPRC/FOXP3/TBX21/IL2",5
"GO:0070670","response to interleukin-4","8/880","34/18670",0.000143460988912444,0.00229875705802801,0.0019555235277592,"IL24/IL2RG/CORO1A/RUFY4/CCL11/JAK3/TCF7/XCL1",8
"GO:0070228","regulation of lymphocyte apoptotic process","10/880","53/18670",0.000158312183537168,0.00252821369615229,0.00215071938496626,"BTK/AURKB/CD3G/IL7R/CD27/PDCD1/IL2/JAK3/P2RX7/DOCK8",10
"GO:0060402","calcium ion transport into cytosol","19/880","158/18670",0.000166890958452694,0.002656301241727,0.00225968183844064,"MS4A1/CD19/P2RX5/CCL19/LCK/CORO1A/MCOLN2/FASLG/PTPRC/PLCB2/P2RX2/CCR7/CCR5/DHRS7C/P2RX7/METTL21C/XCL1/CXCL11/F2RL3",19
"GO:0002544","chronic inflammatory response","6/880","19/18670",0.000172329349549064,0.00272463579569433,0.00231781317840776,"CXCL13/TNF/LTA/CCL11/FOXP3/CYP19A1",6
"GO:0002922","positive regulation of humoral immune response","6/880","19/18670",0.000172329349549064,0.00272463579569433,0.00231781317840776,"FCER2/TNF/LTA/PTPRC/CCR7/FCGR2B",6
"GO:0061756","leukocyte adhesion to vascular endothelial cell","9/880","44/18670",0.000176279150744822,0.00277785588872386,0.00236308683779918,"TNF/SELL/ITGA4/ITGB7/MADCAM1/SELPLG/CCR2/CCL25/ITGB2",9
"GO:0019882","antigen processing and presentation","24/880","226/18670",0.000177575371259391,0.00278446702302894,0.00236871084605774,"CD1A/HLA-DOB/CCL19/CD1E/CD1C/NCF1/WAS/LAG3/CCR7/KIF4A/HLA-DQA1/CD207/NCF4/HLA-DOA/NOD2/HLA-DQB1/CYBB/CD1B/CD8A/CENPE/PSMA8/HLA-DPB1/FCGR2B/CAPZA3",24
"GO:0032735","positive regulation of interleukin-12 production","8/880","35/18670",0.00017835335885719,0.00278446702302894,0.00236871084605774,"LTB/IL23R/CCL19/IRF8/CD40LG/IFNG/CCR7/IL12B",8
"GO:1904892","regulation of STAT cascade","18/880","146/18670",0.000179199428985386,0.00278446702302894,0.00236871084605774,"IL26/IL22RA2/IL23R/TNF/IL24/CSF2/TNFRSF18/IL7R/PTPRC/IFNG/FLT3/IL12B/IL10RA/IL2/JAK3/IFNL1/PTPRT/CDK5R1",18
"GO:0032874","positive regulation of stress-activated MAPK cascade","20/880","172/18670",0.000180192907561208,0.00278446702302894,0.00236871084605774,"IL26/EDAR/TNFSF11/TNF/CCL19/MAP4K1/TLR6/INAVA/NCF1/CD40LG/CD27/SLAMF1/WNT7A/RASGRP1/CCR7/TIAM1/NOD2/WNT16/CARD9/FCGR2B",20
"GO:0140013","meiotic nuclear division","20/880","172/18670",0.000180192907561208,0.00278446702302894,0.00236871084605774,"DAZL/BUB1/HORMAD2/MEI1/ASPM/DNMT3L/TOP2A/BUB1B/BRIP1/NUF2/BRDT/MYBL1/NCAPH/ESPL1/SGO1/TEX11/BRCA2/FBXO43/STAG3/FANCA",20
"GO:0016445","somatic diversification of immunoglobulins","11/880","64/18670",0.000180209254694876,0.00278446702302894,0.00236871084605774,"AICDA/CD28/POLQ/CD40LG/PTPRC/BATF/FOXP3/TBX21/CCR6/IL2/EXO1",11
"GO:0070304","positive regulation of stress-activated protein kinase signaling cascade","20/880","173/18670",0.000194930317529258,0.00300182699542859,0.00255361622287265,"IL26/EDAR/TNFSF11/TNF/CCL19/MAP4K1/TLR6/INAVA/NCF1/CD40LG/CD27/SLAMF1/WNT7A/RASGRP1/CCR7/TIAM1/NOD2/WNT16/CARD9/FCGR2B",20
"GO:0002825","regulation of T-helper 1 type immune response","7/880","27/18670",0.000195538215713987,0.00300182699542859,0.00255361622287265,"IL23R/CCL19/IL12RB1/IL12B/JAK3/XCL1/CCR2",7
"GO:0043547","positive regulation of GTPase activity","36/880","405/18670",0.00020599065351088,0.00315212064327421,0.00268146912642696,"CXCL13/CCL22/CCL19/ARHGAP9/CCL17/ACAP1/TAGAP/RGS1/DOCK2/CCL11/XCL2/ARHGAP30/VAV1/DEPDC1B/RASGRP2/GPR65/CCL24/RASGRP1/CCR7/RASAL3/ARHGAP45/DEPDC1/NCKAP1L/CCL20/TIAM1/ARHGAP4/RASGRF1/DOCK8/ARHGAP25/TBC1D10C/ARHGAP15/XCL1/DOCK10/CCL25/SMAP2/CCL7",36
"GO:0032823","regulation of natural killer cell differentiation","5/880","13/18670",0.000215610105062587,0.00326779773883073,0.00277987416718306,"RASGRP1/ZNF683/PGLYRP2/TOX/PGLYRP4",5
"GO:0042635","positive regulation of hair cycle","5/880","13/18670",0.000215610105062587,0.00326779773883073,0.00277987416718306,"TERT/KRT17/TNF/FOXN1/WNT10B",5
"GO:0048291","isotype switching to IgG isotypes","5/880","13/18670",0.000215610105062587,0.00326779773883073,0.00277987416718306,"CD28/PTPRC/FOXP3/TBX21/IL2",5
"GO:0045620","negative regulation of lymphocyte differentiation","10/880","55/18670",0.000218079441804681,0.00329473036047135,0.00280278540745464,"CTLA4/RUNX3/LAG3/FOXP3/PGLYRP2/TBX21/IL2/JAK3/IFNL1/PGLYRP4",10
"GO:1903046","meiotic cell cycle process","21/880","188/18670",0.000220781677101538,0.0033250000041969,0.00282853541016827,"DAZL/BUB1/HORMAD2/MEI1/ASPM/DNMT3L/TOP2A/BUB1B/CDC25C/BRIP1/NUF2/BRDT/MYBL1/NCAPH/ESPL1/SGO1/TEX11/BRCA2/FBXO43/STAG3/FANCA",21
"GO:0002827","positive regulation of T-helper 1 type immune response","6/880","20/18670",0.000236414723218973,0.0035380429805003,0.00300976837305585,"IL23R/CCL19/IL12RB1/IL12B/XCL1/CCR2",6
"GO:1900017","positive regulation of cytokine production involved in inflammatory response","6/880","20/18670",0.000236414723218973,0.0035380429805003,0.00300976837305585,"TLR6/CD6/GBP5/IL17A/NOD2/GPSM3",6
"GO:0051209","release of sequestered calcium ion into cytosol","16/880","124/18670",0.000238309102726214,0.0035552132284453,0.00302437488561299,"CD19/CCL19/LCK/CORO1A/MCOLN2/FASLG/PTPRC/PLCB2/CCR7/CCR5/DHRS7C/P2RX7/METTL21C/XCL1/CXCL11/F2RL3",16
"GO:0022600","digestive system process","14/880","100/18670",0.000244412911609706,0.0036348782698456,0.00309214492779911,"TIFAB/KCNN4/INAVA/VSIG1/SLC2A5/CRACD/SLC9A4/SLC2A2/SOAT2/NOD2/SNX10/HAMP/NEUROG1/TAC1",14
"GO:0050920","regulation of chemotaxis","23/880","217/18670",0.000247021361024064,0.00366222634614803,0.00311540959009198,"CXCL13/STAP1/CCR4/GPR18/CCL19/RAC2/CXCR4/XCL2/WNT3A/RIPOR2/CCR7/KLRC4-KLRK1/HRG/NCKAP1L/ROBO2/CCR6/TIAM1/GPSM3/PTPRO/XCL1/CCR2/CYP19A1/CCL7",23
"GO:0045577","regulation of B cell differentiation","7/880","28/18670",0.000250191756388228,0.00369770984053284,0.00314559494955582,"FCRL3/BTK/CARD11/IKZF3/CD27/NCKAP1L/INPP5D",7
"GO:1900015","regulation of cytokine production involved in inflammatory response","9/880","46/18670",0.0002517678252485,0.0037094832209214,0.00315561041520525,"TLR6/CD6/GBP5/IL17A/NLRC3/NOD2/GPSM3/ADCY7/NLRP7",9
"GO:0002218","activation of innate immune response","30/880","319/18670",0.000262778166864957,0.00385975708676028,0.00328344649045687,"TLR10/FCRL3/AIM2/IRF4/BTK/CARD11/PYHIN1/TLR6/INAVA/LILRA4/MUC16/TNIP3/CLEC4C/TLR7/NLRP6/BIRC3/KLRC4-KLRK1/PTPN22/BPIFB1/PGLYRP2/ICAM3/NR1H4/GFI1/NOD2/CLEC6A/PSMA8/CARD9/PGLYRP4/HSPA1B/ITGB2",30
"GO:0046006","regulation of activated T cell proliferation","8/880","37/18670",0.000269122521453743,0.00394078178337957,0.003352373174125,"IL23R/IL12RB1/HHLA2/TNFSF9/TMIGD2/IL12B/FOXP3/IL2",8
"GO:0051283","negative regulation of sequestering of calcium ion","16/880","126/18670",0.000286793595958456,0.0041866586600193,0.00356153752036235,"CD19/CCL19/LCK/CORO1A/MCOLN2/FASLG/PTPRC/PLCB2/CCR7/CCR5/DHRS7C/P2RX7/METTL21C/XCL1/CXCL11/F2RL3",16
"GO:0050715","positive regulation of cytokine secretion","17/880","139/18670",0.000295340857021839,0.0042982481301741,0.0036564652699372,"IL26/AIM2/TNF/CCL19/HMHB1/CD2/IFNG/CD244/RASGRP1/PTPN22/CRTAM/IL17A/NOD2/CLEC6A/P2RX7/NLRP7/LGALS9C",17
"GO:0002367","cytokine production involved in immune response","14/880","102/18670",0.000301491896931424,0.00437439005334343,0.00372123824004575,"TNF/BTK/INAVA/SASH3/LILRB1/CD96/IL12B/FOXP3/TBX21/NOD2/JAK3/XCL1/CCR2/CHGA",14
"GO:0033627","cell adhesion mediated by integrin","11/880","68/18670",0.000313008748068986,0.00452768581173345,0.00385164500103446,"CXCL13/CD3E/ITGA4/SKAP1/HRG/NCKAP1L/ITGB7/PDE3B/FYB2/PIK3CG/ITGB2",11
"GO:0051321","meiotic cell cycle","25/880","249/18670",0.000314022159252216,0.00452858016933726,0.00385240581972575,"DAZL/NPPC/BUB1/HORMAD2/MEI1/ASPM/DNMT3L/TOP2A/BUB1B/CDC25C/BRIP1/NUF2/BRDT/MYBL1/NCAPH/ESPL1/SGO1/FAM9B/TEX11/BRCA2/PKMYT1/EXO1/FBXO43/STAG3/FANCA",25
"GO:2000515","negative regulation of CD4-positive, alpha-beta T cell activation","7/880","29/18670",0.000316493375895344,0.00452899431677202,0.00385275812970553,"RUNX3/FOXP3/TBX21/IL2/JAK3/XCL1/LGALS9C",7
"GO:0097696","STAT cascade","19/880","166/18670",0.000317112287125721,0.00452899431677202,0.00385275812970553,"IL26/IL22RA2/IL23R/TNF/IL24/CSF2/TNFRSF18/IL7R/PTPRC/IFNG/FLT3/IL12B/IL10RA/IL2/JAK3/IFNL1/CCR2/STAT4/PTPRT",19
"GO:0051383","kinetochore organization","6/880","21/18670",0.000317857554486626,0.00452899431677202,0.00385275812970553,"CENPA/NUF2/CENPF/CENPK/NDC80/CENPE",6
"GO:2000316","regulation of T-helper 17 type immune response","6/880","21/18670",0.000317857554486626,0.00452899431677202,0.00385275812970553,"IL23R/IL12RB1/IL12B/FOXP3/TBX21/IL2",6
"GO:0001771","immunological synapse formation","5/880","14/18670",0.000322411572972707,0.00455298716847809,0.0038731685449103,"CCL19/CD6/DOCK2/CCR7/DOCK8",5
"GO:0043374","CD8-positive, alpha-beta T cell differentiation","5/880","14/18670",0.000322411572972707,0.00455298716847809,0.0038731685449103,"GPR18/EOMES/TNFSF8/RUNX3/NCKAP1L",5
"GO:0050862","positive regulation of T cell receptor signaling pathway","5/880","14/18670",0.000322411572972707,0.00455298716847809,0.0038731685449103,"KCNN4/TRAT1/LCK/TESPA1/CCR7",5
"GO:0046636","negative regulation of alpha-beta T cell activation","8/880","38/18670",0.000326956461072285,0.00460350827882545,0.00391614621390223,"LILRB1/RUNX3/FOXP3/TBX21/IL2/JAK3/XCL1/LGALS9C",8
"GO:0006909","phagocytosis","33/880","369/18670",0.000334246149499514,0.00469226379194155,0.00399164940529461,"STAP1/IGLL5/SIRPG/TNF/IL2RG/ITGAL/CORO1A/PLD4/IRF8/CD3G/CD247/PTPRC/DOCK2/SLAMF1/IFNG/IL2RB/VAV1/IGLL1/BIN2/WAS/NCKAP1L/ALOX15/MBL2/ICAM3/NCF4/MYO1G/P2RX7/ARHGAP25/PRKCG/AHSG/FCGR2B/ITGB2/SIRPB1",33
"GO:0033209","tumor necrosis factor-mediated signaling pathway","19/880","167/18670",0.000342386815440336,0.00477911467700332,0.00406553235371314,"TNFRSF13B/LTB/AIM2/EDAR/TNFSF11/TNFRSF17/TNF/LTA/TNFRSF18/CD70/CD40LG/TNFSF8/CD27/TNFSF9/BIRC3/TNFRSF9/NR1H4/PSMA8/HSPA1B",19
"GO:0061900","glial cell activation","10/880","58/18670",0.000342441291207845,0.00477911467700332,0.00406553235371314,"STAP1/TNF/MIR142/TLR6/TLR7/PTPRC/IFNG/TAFA3/ITGB2/CST7",10
"GO:0051282","regulation of sequestering of calcium ion","16/880","128/18670",0.000343579582801743,0.00478098021799268,0.00406711934581565,"CD19/CCL19/LCK/CORO1A/MCOLN2/FASLG/PTPRC/PLCB2/CCR7/CCR5/DHRS7C/P2RX7/METTL21C/XCL1/CXCL11/F2RL3",16
"GO:0070227","lymphocyte apoptotic process","11/880","69/18670",0.000356767940757721,0.00495002516054226,0.00421092373838943,"BTK/AURKB/CD3G/FASLG/IL7R/CD27/PDCD1/IL2/JAK3/P2RX7/DOCK8",11
"GO:1904894","positive regulation of STAT cascade","13/880","92/18670",0.000367436201057681,0.00508322349079507,0.00432423387168862,"IL26/IL23R/TNF/IL24/CSF2/TNFRSF18/IL7R/IFNG/FLT3/IL12B/IL10RA/IL2/IFNL1",13
"GO:0050869","negative regulation of B cell activation","7/880","30/18670",0.000396176001819664,0.00546493215263704,0.00464894859801198,"TNFRSF13B/CTLA4/BTK/SLA2/FOXP3/INPP5D/FCGR2B",7
"GO:0031348","negative regulation of defense response","24/880","239/18670",0.000409386365956494,0.0056253691016083,0.00478543027942304,"IL22RA2/MIR205/CNR2/LILRB1/PBK/PTPRC/CD200R1/NLRP6/CD96/ACP5/IL12B/FOXP3/SIGLEC10/NLRC3/IL2/NR1H4/CR1/ADCY7/NLRP7/TAFA3/FCGR2B/TNFAIP8L2/CST7/CYP19A1",24
"GO:0031334","positive regulation of protein complex assembly","26/880","268/18670",0.000410170850653096,0.0056253691016083,0.00478543027942304,"TCL1A/CXCL13/AIM2/NPHS1/CARMIL2/TNF/JCHAIN/CSF2/TLR6/CORO1A/CCL11/IFNG/GBP5/WAS/CCL24/SKAP1/CCR7/CRACD/LCP1/NCKAP1L/ALOX15/PLEK/WNT10B/CDK5R1/HSPA1B/MMP3",26
"GO:0045624","positive regulation of T-helper cell differentiation","6/880","22/18670",0.000419741612751926,0.00574008716978856,0.00488301948773112,"MYB/IL23R/CCL19/IL12RB1/IL12B/CD86",6
"GO:0002758","innate immune response-activating signal transduction","28/880","298/18670",0.000421368369341465,0.0057458225492723,0.00488789850244993,"TLR10/FCRL3/IRF4/BTK/CARD11/TLR6/INAVA/LILRA4/MUC16/TNIP3/CLEC4C/TLR7/NLRP6/BIRC3/KLRC4-KLRK1/PTPN22/BPIFB1/PGLYRP2/ICAM3/NR1H4/GFI1/NOD2/CLEC6A/PSMA8/CARD9/PGLYRP4/HSPA1B/ITGB2",28
"GO:0051208","sequestering of calcium ion","16/880","131/18670",0.000446850463987699,0.00605857936785601,0.00515395676862106,"CD19/CCL19/LCK/CORO1A/MCOLN2/FASLG/PTPRC/PLCB2/CCR7/CCR5/DHRS7C/P2RX7/METTL21C/XCL1/CXCL11/F2RL3",16
"GO:1902850","microtubule cytoskeleton organization involved in mitosis","16/880","131/18670",0.000446850463987699,0.00605857936785601,0.00515395676862106,"MYBL2/AURKB/FSD1/CENPA/NUF2/KIF4A/NUSAP1/BIRC5/ESPL1/SPC25/KIFC1/TPX2/NDC80/CENPE/TACC3/HSPA1B",16
"GO:0045576","mast cell activation","10/880","60/18670",0.000454483551740314,0.00614456597367089,0.00522710448562574,"RHOH/BTK/CNR2/RAC2/CD84/LAT2/RASGRP1/PIK3CG/PIK3CD/CHGA",10
"GO:0060401","cytosolic calcium ion transport","19/880","171/18670",0.000461840324485274,0.00622634023859892,0.00529666881756482,"MS4A1/CD19/P2RX5/CCL19/LCK/CORO1A/MCOLN2/FASLG/PTPRC/PLCB2/P2RX2/CCR7/CCR5/DHRS7C/P2RX7/METTL21C/XCL1/CXCL11/F2RL3",19
"GO:0070372","regulation of ERK1 and ERK2 cascade","28/880","300/18670",0.000468964344730241,0.00630452349313903,0.00536317832242791,"IL26/APELA/TNFSF11/CCL22/TNF/CCL19/SCIMP/CCL17/PTPRC/SLAMF1/CCL11/XCL2/FLT3/GPR55/CCL24/FGF23/NLRP6/RASGRP1/CCR7/PTPN22/CCL20/ALOX15/TIAM1/NOD2/CHRNA9/XCL1/CCL25/CCL7",28
"GO:2000406","positive regulation of T cell migration","7/880","31/18670",0.000491114388005112,0.00658369964089106,0.00560066993704273,"CXCL13/ITGA4/XCL2/CCL20/DOCK8/XCL1/CCR2",7
"GO:0002532","production of molecular mediator involved in inflammatory response","11/880","72/18670",0.000520010836434817,0.00695149317582386,0.00591354724106536,"BTK/TLR6/CD6/GBP5/CD96/IL17A/NLRC3/NOD2/GPSM3/ADCY7/NLRP7",11
"GO:0032703","negative regulation of interleukin-2 production","6/880","23/18670",0.000545411987544884,0.00727063206926079,0.00618503465751916,"PTPRC/LAG3/FOXP3/TBX21/NR1H4/XCL1",6
"GO:0150077","regulation of neuroinflammatory response","8/880","41/18670",0.000563735652126542,0.00749390493986093,0.00637497006197789,"STAP1/TNF/MIR142/PTPRC/CD200R1/TAFA3/CST7/MMP3",8
"GO:0051783","regulation of nuclear division","20/880","188/18670",0.000582565424951208,0.00772264305666517,0.00656955468219424,"CD28/DAZL/AURKB/DLGAP5/BUB1/MKI67/UBE2C/BUB1B/CDC25C/CENPF/NUSAP1/ESPL1/NDC80/PKMYT1/CENPE/TACC3/FBXO43/HSPA1B/CDCA5/NEUROG1",20
"GO:0002323","natural killer cell activation involved in immune response","7/880","32/18670",0.000603324134103272,0.00793154572982726,0.00674726554161437,"CORO1A/CD244/KLRF2/ZNF683/IL12B/PGLYRP2/PGLYRP4",7
"GO:0035587","purinergic receptor signaling pathway","7/880","32/18670",0.000603324134103272,0.00793154572982726,0.00674726554161437,"P2RX5/P2RY10/GPR87/GPR171/P2RX2/P2RY13/P2RX7",7
"GO:0071353","cellular response to interleukin-4","7/880","32/18670",0.000603324134103272,0.00793154572982726,0.00674726554161437,"IL24/IL2RG/CORO1A/RUFY4/JAK3/TCF7/XCL1",7
"GO:0030316","osteoclast differentiation","13/880","97/18670",0.000617945818641412,0.00810138884549443,0.00689174892995468,"TNFSF11/IL23R/TNF/CAMK4/LILRB1/IFNG/POU4F1/GPR55/IL12B/IL17A/INPP5D/SNX10/CARTPT",13
"GO:0030889","negative regulation of B cell proliferation","5/880","16/18670",0.000650136553775026,0.0084767119436037,0.00721103153804975,"TNFRSF13B/CTLA4/BTK/INPP5D/FCGR2B",5
"GO:0032695","negative regulation of interleukin-12 production","5/880","16/18670",0.000650136553775026,0.0084767119436037,0.00721103153804975,"TIGIT/LILRB1/SLAMF1/ACP5/JAK3",5
"GO:0050710","negative regulation of cytokine secretion","11/880","74/18670",0.000660268895818004,0.00858529965901061,0.00730340573286179,"CARD17/TNF/MIR155/TLR6/LILRB1/CD200R1/PTPN22/FOXP3/NR1H4/NLRP7/FCGR2B",11
"GO:0043087","regulation of GTPase activity","39/880","479/18670",0.000663803140262114,0.00859023873527322,0.00730760734251132,"CXCL13/CCL22/RHOH/CCL19/ARHGAP9/CCL17/ACAP1/TAGAP/RGS1/DOCK2/CCL11/XCL2/ARHGAP30/VAV1/DEPDC1B/RASGRP2/GPR65/CCL24/RASGRP1/CCR7/RASAL3/KLRC4-KLRK1/ARHGAP45/DEPDC1/NCKAP1L/CCL20/TIAM1/ARHGAP4/RASGRF1/DOCK8/ARHGAP25/TBC1D10C/ARHGAP15/XCL1/DOCK10/CCL25/FGD3/SMAP2/CCL7",39
"GO:0002573","myeloid leukocyte differentiation","21/880","204/18670",0.000664258847358803,0.00859023873527322,0.00730760734251132,"TNFSF11/UBD/IRF4/IL23R/TNF/CCL19/EVI2B/CSF2/CAMK4/LILRB1/IFNG/POU4F1/GPR55/CCR7/BATF/IL12B/IL17A/INPP5D/SNX10/PIK3CD/CARTPT",21
"GO:0002639","positive regulation of immunoglobulin production","8/880","42/18670",0.000667990768142702,0.00861508960864802,0.00732874766588741,"MZB1/CD28/C17orf99/SASH3/PTPRC/TBX21/IL2/XCL1",8
